Date,LakeLevel(ft)
3/25/2002,4199.54
3/26/2002,4199.54
3/27/2002,4199.55
3/28/2002,4199.56
3/29/2002,4199.58
3/30/2002,4199.57
3/31/2002,4199.56
4/1/2002,4199.56
4/2/2002,4199.6
4/3/2002,4199.58
4/4/2002,4199.59
4/5/2002,4199.58
4/6/2002,4199.58
4/7/2002,4199.58
4/8/2002,4199.55
4/9/2002,4199.52
4/10/2002,4199.59
4/11/2002,4199.53
4/12/2002,4199.55
4/13/2002,4199.51
4/14/2002,4199.57
4/15/2002,4199.75
4/16/2002,4199.57
4/17/2002,4199.57
4/18/2002,4199.61
4/19/2002,4199.64
4/20/2002,4199.67
4/21/2002,4199.6
4/22/2002,4199.6
4/23/2002,4199.67
4/24/2002,4199.65
4/25/2002,4199.6
4/26/2002,4199.68
4/27/2002,4199.67
4/28/2002,4199.71
4/29/2002,4199.73
4/30/2002,4199.74
5/1/2002,4199.77
5/2/2002,4199.71
5/3/2002,4199.68
5/4/2002,4199.73
5/5/2002,4199.71
5/6/2002,4199.7
5/7/2002,4199.89
5/8/2002,4199.74
5/9/2002,4199.66
5/10/2002,4199.7
5/11/2002,4199.69
5/12/2002,4199.66
5/13/2002,4199.65
5/14/2002,4199.68
5/15/2002,4199.66
5/16/2002,4199.64
5/17/2002,4199.61
5/18/2002,4199.59
5/19/2002,4199.54
5/20/2002,4199.51
5/21/2002,4199.41
5/22/2002,4199.53
5/23/2002,4199.52
5/24/2002,4199.49
5/25/2002,4199.48
5/26/2002,4199.52
5/27/2002,4199.52
5/28/2002,4199.5
5/29/2002,4199.5
5/30/2002,4199.49
5/31/2002,4199.48
6/1/2002,4199.46
6/2/2002,4199.51
6/3/2002,4199.49
6/4/2002,4199.44
6/5/2002,4199.4
6/6/2002,4199.4
6/7/2002,4199.44
6/8/2002,4199.62
6/9/2002,4199.5
6/10/2002,4199.35
6/11/2002,4199.34
6/12/2002,4199.31
6/13/2002,4199.3
6/14/2002,4199.3
6/15/2002,4199.29
6/16/2002,4199.28
6/17/2002,4199.27
6/18/2002,4199.3
6/19/2002,4199.38
6/20/2002,4199.22
6/21/2002,4199.17
6/22/2002,4199.18
6/23/2002,4199.15
6/24/2002,4199.12
6/25/2002,4199.11
6/26/2002,4199.1
6/27/2002,4199.08
6/28/2002,4199.07
6/29/2002,4199.01
6/30/2002,4199.01
7/1/2002,4199.04
7/2/2002,4199.03
7/3/2002,4198.92
7/4/2002,4198.9
7/5/2002,4198.94
7/6/2002,4198.89
7/7/2002,4198.89
7/8/2002,4198.86
7/9/2002,4198.91
7/10/2002,4198.81
7/11/2002,4198.8
7/12/2002,4198.8
7/13/2002,4198.8
7/14/2002,4198.77
7/15/2002,4198.72
7/16/2002,4198.74
7/17/2002,4198.67
7/18/2002,4198.63
7/19/2002,4198.55
7/20/2002,4198.6
7/21/2002,4198.6
7/22/2002,4198.54
7/23/2002,4198.44
7/24/2002,4198.46
7/25/2002,4198.41
7/26/2002,4198.4
7/27/2002,4198.44
7/28/2002,4198.43
7/29/2002,4198.39
7/30/2002,4198.37
7/31/2002,4198.41
8/1/2002,4198.38
8/2/2002,4198.28
8/3/2002,4198.21
8/4/2002,4198.06
8/5/2002,4198.05
8/6/2002,4198.02
8/7/2002,4198.1
8/8/2002,4198.13
8/9/2002,4198.09
8/10/2002,4198.05
8/11/2002,4198.02
8/12/2002,4198.05
8/13/2002,4198.01
8/14/2002,4198
8/15/2002,4197.99
8/16/2002,4197.97
8/17/2002,4197.96
8/18/2002,4197.94
8/19/2002,4197.93
8/20/2002,4197.86
8/21/2002,4197.91
8/22/2002,4197.88
8/23/2002,4197.87
8/24/2002,4197.84
8/25/2002,4197.8
8/26/2002,4197.82
8/27/2002,4197.82
8/28/2002,4197.76
8/29/2002,4197.73
8/30/2002,4197.71
8/31/2002,4197.7
9/1/2002,4197.7
9/2/2002,4197.7
9/3/2002,4197.66
9/4/2002,4197.6
9/5/2002,4197.57
9/6/2002,4197.5
9/7/2002,4197.59
9/8/2002,4197.62
9/9/2002,4197.6
9/10/2002,4197.6
9/11/2002,4197.58
9/12/2002,4197.59
9/13/2002,4197.59
9/14/2002,4197.6
9/15/2002,4197.58
9/16/2002,4197.62
9/17/2002,4197.68
9/18/2002,4197.66
9/19/2002,4197.57
9/20/2002,4197.5
9/21/2002,4197.58
9/22/2002,4197.59
9/23/2002,4197.55
9/24/2002,4197.56
9/25/2002,4197.5
9/26/2002,4197.58
9/27/2002,4197.5
9/28/2002,4197.5
9/29/2002,4197.5
9/30/2002,4197.5
10/1/2002,4197.5
10/2/2002,4197.5
10/3/2002,4197.6
10/4/2002,4197.6
10/5/2002,4197.6
10/6/2002,4197.7
10/7/2002,4197.7
10/8/2002,4197.38
10/9/2002,4197.36
10/10/2002,4197.33
10/11/2002,4197.39
10/12/2002,4197.34
10/13/2002,4197.3
10/14/2002,4197.3
10/15/2002,4197.29
10/16/2002,4197.28
10/17/2002,4197.3
10/18/2002,4197.3
10/19/2002,4197.4
10/20/2002,4197.4
10/21/2002,4197.4
10/22/2002,4197.4
10/23/2002,4197.34
10/24/2002,4197.33
10/25/2002,4197.34
10/26/2002,4197.34
10/27/2002,4197.3
10/28/2002,4197.3
10/29/2002,4197.3
10/30/2002,4197.33
10/31/2002,4197.39
11/1/2002,4197.31
11/2/2002,4197.3
11/3/2002,4197.2
11/4/2002,4197.2
11/5/2002,4197.22
11/6/2002,4197.24
11/7/2002,4197.2
11/8/2002,4197.28
11/9/2002,4197.34
11/10/2002,4197.3
11/11/2002,4197.3
11/12/2002,4197.29
11/13/2002,4197.31
11/14/2002,4197.36
11/15/2002,4197.35
11/16/2002,4197.32
11/17/2002,4197.34
11/18/2002,4197.34
11/19/2002,4197.32
11/20/2002,4197.31
11/21/2002,4197.32
11/22/2002,4197.34
11/23/2002,4197.34
11/24/2002,4197.37
11/25/2002,4197.53
11/26/2002,4197.38
11/27/2002,4197.34
11/28/2002,4197.33
11/29/2002,4197.23
11/30/2002,4197.22
12/1/2002,4197.24
12/2/2002,4197.24
12/3/2002,4197.23
12/4/2002,4197.24
12/5/2002,4197.26
12/6/2002,4197.27
12/7/2002,4197.29
12/8/2002,4197.26
12/9/2002,4197.25
12/10/2002,4197.26
12/11/2002,4197.24
12/12/2002,4197.23
12/13/2002,4197.24
12/14/2002,4197.26
12/15/2002,4197.3
12/16/2002,4197.3
12/17/2002,4197.3
12/18/2002,4197.3
12/19/2002,4197.26
12/20/2002,4197.28
12/21/2002,4197.28
12/22/2002,4197.34
12/23/2002,4197.4
12/24/2002,4197.33
12/25/2002,4197.31
12/26/2002,4197.29
12/27/2002,4197.33
12/28/2002,4197.31
12/29/2002,4197.28
12/30/2002,4197.3
12/31/2002,4197.33
1/1/2003,4197.37
1/2/2003,4197.35
1/3/2003,4197.44
1/4/2003,4197.42
1/5/2003,4197.51
1/6/2003,4197.51
1/7/2003,4197.48
1/8/2003,4197.47
1/9/2003,4197.4
1/10/2003,4197.42
1/11/2003,4197.48
1/12/2003,4197.49
1/13/2003,4197.5
1/14/2003,4197.5
1/15/2003,4197.53
1/16/2003,4197.52
1/17/2003,4197.53
1/18/2003,4197.53
1/19/2003,4197.52
1/20/2003,4197.55
1/21/2003,4197.54
1/22/2003,4197.56
1/23/2003,4197.53
1/24/2003,4197.56
1/25/2003,4197.56
1/26/2003,4197.55
1/27/2003,4197.55
1/28/2003,4197.6
1/29/2003,4197.6
1/30/2003,4197.6
1/31/2003,4197.56
2/1/2003,4197.47
2/2/2003,4198.02
2/3/2003,4197.68
2/4/2003,4197.61
2/5/2003,4197.62
2/6/2003,4197.64
2/7/2003,4197.59
2/8/2003,4197.58
2/9/2003,4197.58
2/10/2003,4197.56
2/11/2003,4197.58
2/12/2003,4197.59
2/13/2003,4197.6
2/14/2003,4197.6
2/15/2003,4197.61
2/16/2003,4197.58
2/17/2003,4197.61
2/18/2003,4197.62
2/19/2003,4197.64
2/20/2003,4197.65
2/21/2003,4197.64
2/22/2003,4197.87
2/23/2003,4197.67
2/24/2003,4197.7
2/25/2003,4197.68
2/26/2003,4197.65
2/27/2003,4197.62
2/28/2003,4197.68
3/1/2003,4197.68
3/2/2003,4197.67
3/3/2003,4197.67
3/4/2003,4197.73
3/5/2003,4197.65
3/6/2003,4197.62
3/7/2003,4197.64
3/8/2003,4197.63
3/9/2003,4197.64
3/10/2003,4197.65
3/11/2003,4197.66
3/12/2003,4197.77
3/13/2003,4197.74
3/14/2003,4197.69
3/15/2003,4197.65
3/16/2003,4197.73
3/17/2003,4197.97
3/18/2003,4198.08
3/19/2003,4197.87
3/20/2003,4197.79
3/21/2003,4197.78
3/22/2003,4197.76
3/23/2003,4197.77
3/24/2003,4197.76
3/25/2003,4197.74
3/26/2003,4197.81
3/27/2003,4197.89
3/28/2003,4197.82
3/29/2003,4197.8
3/30/2003,4197.7
3/31/2003,4197.7
4/1/2003,4197.61
4/2/2003,4197.6
4/3/2003,4197.6
4/4/2003,4197.7
4/5/2003,4197.6
4/6/2003,4197.6
4/7/2003,4197.7
4/8/2003,4197.6
4/9/2003,4197.7
4/10/2003,4197.6
4/11/2003,4197.7
4/12/2003,4197.7
4/13/2003,4197.7
4/14/2003,4197.7
4/15/2003,4197.76
4/16/2003,4197.69
4/17/2003,4197.7
4/18/2003,4197.7
4/19/2003,4197.77
4/20/2003,4197.72
4/21/2003,4197.65
4/22/2003,4197.58
4/23/2003,4197.65
4/24/2003,4197.64
4/25/2003,4197.65
4/26/2003,4197.76
4/27/2003,4197.73
4/28/2003,4197.68
4/29/2003,4197.78
4/30/2003,4197.68
5/1/2003,4197.66
5/2/2003,4197.64
5/3/2003,4197.58
5/4/2003,4197.6
5/5/2003,4197.71
5/6/2003,4197.6
5/7/2003,4197.64
5/8/2003,4197.62
5/9/2003,4197.65
5/10/2003,4197.67
5/11/2003,4197.66
5/12/2003,4197.67
5/13/2003,4197.74
5/14/2003,4197.67
5/15/2003,4197.66
5/16/2003,4197.69
5/17/2003,4197.66
5/18/2003,4197.78
5/19/2003,4197.73
5/20/2003,4197.6
5/21/2003,4197.6
5/22/2003,4197.6
5/23/2003,4197.6
5/24/2003,4197.55
5/25/2003,4197.54
5/26/2003,4197.59
5/27/2003,4197.6
5/28/2003,4197.56
5/29/2003,4197.56
5/30/2003,4197.53
5/31/2003,4197.59
6/1/2003,4197.6
6/2/2003,4197.53
6/3/2003,4197.52
6/4/2003,4197.5
6/5/2003,4197.53
6/6/2003,4197.4
6/7/2003,4197.46
6/8/2003,4197.37
6/9/2003,4197.33
6/10/2003,4197.28
6/11/2003,4197.31
6/12/2003,4197.28
6/13/2003,4197.24
6/14/2003,4197.24
6/15/2003,4197.24
6/16/2003,4197.25
6/17/2003,4197.19
6/18/2003,4197.15
6/19/2003,4196.98
6/20/2003,4197.05
6/21/2003,4197.13
6/22/2003,4197.09
6/23/2003,4196.93
6/24/2003,4197.04
6/25/2003,4197.03
6/26/2003,4197.01
6/27/2003,4197
6/28/2003,4197
6/29/2003,4197
6/30/2003,4196.97
7/1/2003,4196.91
7/2/2003,4196.95
7/3/2003,4196.96
7/4/2003,4196.91
7/5/2003,4196.89
7/6/2003,4196.89
7/7/2003,4196.87
7/8/2003,4196.86
7/9/2003,4196.81
7/10/2003,4196.77
7/11/2003,4196.77
7/12/2003,4196.77
7/13/2003,4196.78
7/14/2003,4196.75
7/15/2003,4196.7
7/16/2003,4196.65
7/17/2003,4196.66
7/18/2003,4196.65
7/19/2003,4196.61
7/20/2003,4196.6
7/21/2003,4196.6
7/22/2003,4196.6
7/23/2003,4196.59
7/24/2003,4196.55
7/25/2003,4196.55
7/26/2003,4196.54
7/27/2003,4196.57
7/28/2003,4196.53
7/29/2003,4196.48
7/30/2003,4196.44
7/31/2003,4196.36
8/1/2003,4196.35
8/2/2003,4196.34
8/3/2003,4196.36
8/4/2003,4196.34
8/5/2003,4196.31
8/6/2003,4196.23
8/7/2003,4196.2
8/8/2003,4196.14
8/9/2003,4196.15
8/10/2003,4196.14
8/11/2003,4196.14
8/12/2003,4196.07
8/13/2003,4196.06
8/14/2003,4196.08
8/15/2003,4196.01
8/16/2003,4195.95
8/17/2003,4196.02
8/18/2003,4196.04
8/19/2003,4195.98
8/20/2003,4195.94
8/21/2003,4195.94
8/22/2003,4195.89
8/23/2003,4195.93
8/24/2003,4195.88
8/25/2003,4195.87
8/26/2003,4195.88
8/27/2003,4195.93
8/28/2003,4195.86
8/29/2003,4195.93
8/30/2003,4195.81
8/31/2003,4195.78
9/1/2003,4195.75
9/2/2003,4195.75
9/3/2003,4195.79
9/4/2003,4195.78
9/5/2003,4195.77
9/6/2003,4195.75
9/7/2003,4195.65
9/8/2003,4195.71
9/9/2003,4195.71
9/10/2003,4195.76
9/11/2003,4195.63
9/12/2003,4195.7
9/13/2003,4195.68
9/14/2003,4195.57
9/15/2003,4195.54
9/16/2003,4195.57
9/17/2003,4195.72
9/18/2003,4195.56
9/19/2003,4195.54
9/20/2003,4195.5
9/21/2003,4195.52
9/22/2003,4195.5
9/23/2003,4195.5
9/24/2003,4195.51
9/25/2003,4195.49
9/26/2003,4195.5
9/27/2003,4195.5
9/28/2003,4195.49
9/29/2003,4195.49
9/30/2003,4195.48
10/1/2003,4195.43
10/2/2003,4195.45
10/3/2003,4195.44
10/4/2003,4195.41
10/5/2003,4195.41
10/6/2003,4195.41
10/7/2003,4195.4
10/8/2003,4195.38
10/9/2003,4195.38
10/10/2003,4195.52
10/11/2003,4195.36
10/12/2003,4195.39
10/13/2003,4195.35
10/14/2003,4195.29
10/15/2003,4195.3
10/16/2003,4195.26
10/17/2003,4195.28
10/18/2003,4195.28
10/19/2003,4195.28
10/20/2003,4195.27
10/21/2003,4195.28
10/22/2003,4195.28
10/23/2003,4195.28
10/24/2003,4195.26
10/25/2003,4195.28
10/26/2003,4195.21
10/27/2003,4195.2
10/28/2003,4195.18
10/29/2003,4195.25
10/30/2003,4195.29
10/31/2003,4195.19
11/1/2003,4195.19
11/2/2003,4195.19
11/3/2003,4195.19
11/4/2003,4195.18
11/5/2003,4195.16
11/6/2003,4195.07
11/7/2003,4195.04
11/8/2003,4195.05
11/9/2003,4195.03
11/10/2003,4195.03
11/11/2003,4195.04
11/12/2003,4195.06
11/13/2003,4195.04
11/14/2003,4195.08
11/15/2003,4195.05
11/16/2003,4195.07
11/17/2003,4195.22
11/18/2003,4195.05
11/19/2003,4195.06
11/20/2003,4195.12
11/21/2003,4195.1
11/22/2003,4195.28
11/23/2003,4195.05
11/24/2003,4195.05
11/25/2003,4195.03
11/26/2003,4195.08
11/27/2003,4195.07
11/28/2003,4195.01
11/29/2003,4195.05
11/30/2003,4195.05
12/1/2003,4195.08
12/2/2003,4195.06
12/3/2003,4195.06
12/4/2003,4195.05
12/5/2003,4195.07
12/6/2003,4195.08
12/7/2003,4195.06
12/8/2003,4195.16
12/9/2003,4195.08
12/10/2003,4195.2
12/11/2003,4195.2
12/12/2003,4195.2
12/13/2003,4195.2
12/14/2003,4195.16
12/15/2003,4195.28
12/16/2003,4195.09
12/17/2003,4195.1
12/18/2003,4195.1
12/19/2003,4195.1
12/20/2003,4195.1
12/21/2003,4195.12
12/22/2003,4195.12
12/23/2003,4195.13
12/24/2003,4195.15
12/25/2003,4195.2
12/26/2003,4195.41
12/27/2003,4195.4
12/28/2003,4195.26
12/29/2003,4195.2
12/30/2003,4195.29
12/31/2003,4195.31
1/1/2004,4195.16
1/2/2004,4195.32
1/3/2004,4195.36
1/4/2004,4195.3
1/5/2004,4195.35
1/6/2004,4195.3
1/7/2004,4195.4
1/8/2004,4195.4
1/9/2004,4195.4
1/10/2004,4195.4
1/11/2004,4195.4
1/12/2004,4195.4
1/13/2004,4195.4
1/14/2004,4195.4
1/15/2004,4195.4
1/16/2004,4195.4
1/17/2004,4195.4
1/18/2004,4195.4
1/19/2004,4195.4
1/20/2004,4195.4
1/21/2004,4195.4
1/22/2004,4195.4
1/23/2004,4195.4
1/24/2004,4195.4
1/25/2004,4195.4
1/26/2004,4195.4
1/27/2004,4195.4
1/28/2004,4195.4
1/29/2004,4195.4
1/30/2004,4195.5
1/31/2004,4195.5
2/1/2004,4195.5
2/2/2004,4195.5
2/3/2004,4195.5
2/4/2004,4195.5
2/5/2004,4195.5
2/6/2004,4195.5
2/7/2004,4195.53
2/8/2004,4195.56
2/9/2004,4195.55
2/10/2004,4195.53
2/11/2004,4195.56
2/12/2004,4195.53
2/13/2004,4195.52
2/14/2004,4195.54
2/15/2004,4195.54
2/16/2004,4195.54
2/17/2004,4195.56
2/18/2004,4195.56
2/19/2004,4195.59
2/20/2004,4195.59
2/21/2004,4195.6
2/22/2004,4195.6
2/23/2004,4195.6
2/24/2004,4195.6
2/25/2004,4195.61
2/26/2004,4195.61
2/27/2004,4195.72
2/28/2004,4195.8
2/29/2004,4195.84
3/1/2004,4195.83
3/2/2004,4195.87
3/3/2004,4195.88
3/4/2004,4195.91
3/5/2004,4195.95
3/6/2004,4195.98
3/7/2004,4196
3/8/2004,4196.03
3/9/2004,4196.08
3/10/2004,4196.12
3/11/2004,4196.16
3/12/2004,4196.15
3/13/2004,4196.18
3/14/2004,4196.19
3/15/2004,4196.22
3/16/2004,4196.23
3/17/2004,4196.16
3/18/2004,4196.12
3/19/2004,4196.15
3/20/2004,4196.19
3/21/2004,4196.2
3/22/2004,4196.2
3/23/2004,4196.22
3/24/2004,4196.2
3/25/2004,4196.21
3/26/2004,4196.24
3/27/2004,4196.23
3/28/2004,4196.32
3/29/2004,4196.26
3/30/2004,4196.24
3/31/2004,4196.17
4/1/2004,4196.25
4/2/2004,4196.31
4/3/2004,4196.19
4/4/2004,4196.26
4/5/2004,4196.26
4/6/2004,4196.26
4/7/2004,4196.29
4/8/2004,4196.26
4/9/2004,4196.38
4/10/2004,4196.3
4/11/2004,4196.24
4/12/2004,4196.24
4/13/2004,4196.23
4/14/2004,4196.22
4/15/2004,4196.21
4/16/2004,4196.26
4/17/2004,4196.23
4/18/2004,4196.24
4/19/2004,4196.21
4/20/2004,4196.21
4/21/2004,4196.23
4/22/2004,4196.35
4/23/2004,4196.3
4/24/2004,4196.24
4/25/2004,4196.25
4/26/2004,4196.22
4/27/2004,4196.2
4/28/2004,4196.18
4/29/2004,4196.29
4/30/2004,4196.25
5/1/2004,4196.18
5/2/2004,4196.18
5/3/2004,4196.17
5/4/2004,4196.16
5/5/2004,4196.14
5/6/2004,4196.08
5/7/2004,4196.11
5/8/2004,4196.09
5/9/2004,4196.14
5/10/2004,4196.01
5/11/2004,4196.07
5/12/2004,4196.07
5/13/2004,4196.07
5/14/2004,4196.02
5/15/2004,4196.04
5/16/2004,4196.04
5/17/2004,4196.03
5/18/2004,4195.98
5/19/2004,4196.02
5/20/2004,4195.98
5/21/2004,4195.97
5/22/2004,4195.95
5/23/2004,4196.03
5/24/2004,4195.92
5/25/2004,4195.89
5/26/2004,4195.87
5/27/2004,4195.86
5/28/2004,4195.93
5/29/2004,4196
5/30/2004,4195.98
5/31/2004,4195.91
6/1/2004,4195.91
6/2/2004,4195.91
6/3/2004,4195.84
6/4/2004,4195.82
6/5/2004,4195.82
6/6/2004,4195.9
6/7/2004,4195.93
6/8/2004,4195.83
6/9/2004,4195.76
6/10/2004,4195.72
6/11/2004,4195.64
6/12/2004,4195.73
6/13/2004,4195.74
6/14/2004,4195.8
6/15/2004,4195.8
6/16/2004,4195.85
6/17/2004,4195.74
6/18/2004,4195.68
6/19/2004,4195.69
6/20/2004,4195.73
6/21/2004,4195.72
6/22/2004,4195.63
6/23/2004,4195.61
6/24/2004,4195.61
6/25/2004,4195.61
6/26/2004,4195.52
6/27/2004,4195.51
6/28/2004,4195.46
6/29/2004,4195.44
6/30/2004,4195.42
7/1/2004,4195.43
7/2/2004,4195.48
7/3/2004,4195.44
7/4/2004,4195.43
7/5/2004,4195.41
7/6/2004,4195.38
7/7/2004,4195.34
7/8/2004,4195.38
7/9/2004,4195.33
7/10/2004,4195.3
7/11/2004,4195.28
7/12/2004,4195.28
7/13/2004,4195.22
7/14/2004,4195.21
7/15/2004,4195.22
7/16/2004,4195.2
7/17/2004,4195.15
7/18/2004,4195.18
7/19/2004,4195.21
7/20/2004,4195.19
7/21/2004,4195.16
7/22/2004,4195.19
7/23/2004,4195.1
7/24/2004,4195.09
7/25/2004,4195.1
7/26/2004,4195.06
7/27/2004,4195.07
7/28/2004,4195
7/29/2004,4194.98
7/30/2004,4194.99
7/31/2004,4194.95
8/1/2004,4194.91
8/2/2004,4194.87
8/3/2004,4194.83
8/4/2004,4194.82
8/5/2004,4194.78
8/6/2004,4194.76
8/7/2004,4194.83
8/8/2004,4194.81
8/9/2004,4194.77
8/10/2004,4194.77
8/11/2004,4194.75
8/12/2004,4194.72
8/13/2004,4194.69
8/14/2004,4194.7
8/15/2004,4194.67
8/16/2004,4194.64
8/17/2004,4194.61
8/18/2004,4194.6
8/19/2004,4194.61
8/20/2004,4194.59
8/21/2004,4194.58
8/22/2004,4194.54
8/23/2004,4194.54
8/24/2004,4194.5
8/25/2004,4194.5
8/26/2004,4194.4
8/27/2004,4194.48
8/28/2004,4194.42
8/29/2004,4194.41
8/30/2004,4194.4
8/31/2004,4194.4
9/1/2004,4194.38
9/2/2004,4194.47
9/3/2004,4194.6
9/4/2004,4194.5
9/5/2004,4194.4
9/6/2004,4194.4
9/7/2004,4194.4
9/8/2004,4194.4
9/9/2004,4194.4
9/10/2004,4194.38
9/11/2004,4194.38
9/12/2004,4194.36
9/13/2004,4194.44
9/14/2004,4194.45
9/15/2004,4194.31
9/16/2004,4194.29
9/17/2004,4194.26
9/18/2004,4194.06
9/19/2004,4194.33
9/20/2004,4194.27
9/21/2004,4194.26
9/22/2004,4194.17
9/23/2004,4194.12
9/24/2004,4194.15
9/25/2004,4194.15
9/26/2004,4194.14
9/27/2004,4194.11
9/28/2004,4194.1
9/29/2004,4194.12
9/30/2004,4194.15
10/1/2004,4194.12
10/2/2004,4194.1
10/3/2004,4194.1
10/4/2004,4194.1
10/5/2004,4194.1
10/6/2004,4194.1
10/7/2004,4194.1
10/8/2004,4194
10/9/2004,4194
10/10/2004,4194.2
10/11/2004,4194
10/12/2004,4194
10/13/2004,4194
10/14/2004,4194
10/15/2004,4194
10/16/2004,4194
10/17/2004,4194
10/18/2004,4194
10/19/2004,4194
10/20/2004,4194
10/21/2004,4194
10/22/2004,4194
10/23/2004,4194.1
10/24/2004,4194.1
10/25/2004,4194.1
10/26/2004,4194.1
10/27/2004,4194.1
10/28/2004,4194.08
10/29/2004,4194.09
10/30/2004,4194.11
10/31/2004,4194.27
11/1/2004,4194.22
11/2/2004,4194.17
11/3/2004,4194.18
11/4/2004,4194.19
11/5/2004,4194.2
11/6/2004,4194.2
11/7/2004,4194.2
11/8/2004,4194.23
11/9/2004,4194.22
11/10/2004,4194.22
11/11/2004,4194.24
11/12/2004,4194.29
11/13/2004,4194.3
11/14/2004,4194.3
11/15/2004,4194.3
11/16/2004,4194.31
11/17/2004,4194.31
11/18/2004,4194.31
11/19/2004,4194.36
11/20/2004,4194.36
11/21/2004,4194.37
11/22/2004,4194.34
11/23/2004,4194.34
11/24/2004,4194.3
11/25/2004,4194.32
11/26/2004,4194.43
11/27/2004,4194.41
11/28/2004,4194.69
11/29/2004,4194.47
11/30/2004,4194.32
12/1/2004,4194.33
12/2/2004,4194.33
12/3/2004,4194.31
12/4/2004,4194.31
12/5/2004,4194.32
12/6/2004,4194.33
12/7/2004,4194.27
12/8/2004,4194.29
12/9/2004,4194.35
12/10/2004,4194.36
12/11/2004,4194.38
12/12/2004,4194.39
12/13/2004,4194.4
12/14/2004,4194.4
12/15/2004,4194.4
12/16/2004,4194.41
12/17/2004,4194.41
12/18/2004,4194.42
12/19/2004,4194.45
12/20/2004,4194.49
12/21/2004,4194.5
12/22/2004,4194.5
12/23/2004,4194.63
12/24/2004,4194.5
12/25/2004,4194.5
12/26/2004,4194.51
12/27/2004,4194.54
12/28/2004,4194.52
12/29/2004,4194.43
12/30/2004,4194.41
12/31/2004,4194.4
1/1/2005,4194.49
1/2/2005,4194.56
1/3/2005,4194.57
1/4/2005,4194.58
1/5/2005,4194.5
1/6/2005,4194.5
1/7/2005,4194.5
1/8/2005,4194.5
1/9/2005,4194.6
1/10/2005,4194.6
1/11/2005,4194.7
1/12/2005,4194.7
1/13/2005,4194.8
1/14/2005,4194.8
1/15/2005,4194.8
1/16/2005,4194.8
1/17/2005,4194.9
1/18/2005,4194.9
1/19/2005,4194.9
1/20/2005,4194.9
1/21/2005,4195
1/22/2005,4195
1/23/2005,4195
1/24/2005,4195.1
1/25/2005,4195.08
1/26/2005,4195.02
1/27/2005,4195.07
1/28/2005,4195.1
1/29/2005,4195.18
1/30/2005,4195.37
1/31/2005,4195.3
2/1/2005,4195.28
2/2/2005,4195.25
2/3/2005,4195.2
2/4/2005,4195.19
2/5/2005,4195.21
2/6/2005,4195.22
2/7/2005,4195.29
2/8/2005,4195.3
2/9/2005,4195.24
2/10/2005,4195.26
2/11/2005,4195.23
2/12/2005,4195.3
2/13/2005,4195.31
2/14/2005,4195.39
2/15/2005,4195.45
2/16/2005,4195.41
2/17/2005,4195.4
2/18/2005,4195.4
2/19/2005,4195.39
2/20/2005,4195.4
2/21/2005,4195.41
2/22/2005,4195.45
2/23/2005,4195.52
2/24/2005,4195.51
2/25/2005,4195.5
2/26/2005,4195.5
2/27/2005,4195.5
2/28/2005,4195.5
3/1/2005,4195.52
3/2/2005,4195.51
3/3/2005,4195.54
3/4/2005,4195.55
3/5/2005,4195.58
3/6/2005,4195.56
3/7/2005,4195.51
3/8/2005,4195.51
3/9/2005,4195.5
3/10/2005,4195.54
3/11/2005,4195.56
3/12/2005,4195.55
3/13/2005,4195.76
3/14/2005,4195.67
3/15/2005,4195.51
3/16/2005,4195.49
3/17/2005,4195.57
3/18/2005,4195.44
3/19/2005,4195.46
3/20/2005,4195.49
3/21/2005,4195.53
3/22/2005,4195.47
3/23/2005,4195.5
3/24/2005,4195.59
3/25/2005,4195.83
3/26/2005,4195.78
3/27/2005,4195.65
3/28/2005,4195.7
3/29/2005,4195.75
3/30/2005,4195.94
3/31/2005,4195.81
4/1/2005,4195.77
4/2/2005,4195.8
4/3/2005,4195.78
4/4/2005,4195.86
4/5/2005,4195.89
4/6/2005,4195.84
4/7/2005,4195.84
4/8/2005,4195.89
4/9/2005,4196.02
4/10/2005,4196.15
4/11/2005,4195.92
4/12/2005,4195.87
4/13/2005,4195.8
4/14/2005,4195.98
4/15/2005,4195.92
4/16/2005,4195.9
4/17/2005,4195.91
4/18/2005,4196.02
4/19/2005,4195.99
4/20/2005,4195.91
4/21/2005,4195.98
4/22/2005,4196.01
4/23/2005,4196.02
4/24/2005,4196.03
4/25/2005,4196.08
4/26/2005,4196.08
4/27/2005,4196.06
4/28/2005,4196.14
4/29/2005,4196.15
4/30/2005,4196.16
5/1/2005,4196.22
5/2/2005,4196.21
5/3/2005,4196.22
5/4/2005,4196.24
5/5/2005,4196.24
5/6/2005,4196.21
5/7/2005,4196.23
5/8/2005,4196.32
5/9/2005,4196.33
5/10/2005,4196.51
5/11/2005,4196.58
5/12/2005,4196.69
5/13/2005,4196.75
5/14/2005,4196.8
5/15/2005,4196.81
5/16/2005,4196.91
5/17/2005,4196.96
5/18/2005,4196.95
5/19/2005,4197
5/20/2005,4197.05
5/21/2005,4197.24
5/22/2005,4197.16
5/23/2005,4197.2
5/24/2005,4197.31
5/25/2005,4197.37
5/26/2005,4197.31
5/27/2005,4197.31
5/28/2005,4197.28
5/29/2005,4197.24
5/30/2005,4197.4
5/31/2005,4197.27
6/1/2005,4197.34
6/2/2005,4197.38
6/3/2005,4197.4
6/4/2005,4197.3
6/5/2005,4197.22
